fold,precision,accuracy,recall,duration
fold_1,0.5166666666666666,0.6666666666666666,0.5065217391304347,99.88498258590698
fold_2,0.6388888888888888,0.7272727272727273,0.6041666666666666,95.95359992980957
fold_3,0.921875,0.8484848484848485,0.5833333333333334,98.3255250453949
fold_4,0.6444444444444444,0.6666666666666666,0.6950000000000001,97.30933594703674
fold_5,0.6028571428571429,0.78125,0.6607142857142857,98.30783128738403
