loss,accuracy,val_loss,val_accuracy,lr
0.7412382364273071,0.6538461446762085,0.5744035840034485,0.7599999904632568,0.001
0.5927227735519409,0.7019230723381042,0.5886494517326355,0.7200000286102295,0.001
0.5723594427108765,0.7019230723381042,0.568388044834137,0.7200000286102295,0.001
0.620393693447113,0.7019230723381042,0.557788610458374,0.800000011920929,0.001
0.5726152062416077,0.7307692170143127,0.5492611527442932,0.6800000071525574,0.001
0.5410469770431519,0.75,0.499523401260376,0.7200000286102295,0.001
0.52157062292099,0.7211538553237915,0.5115888714790344,0.7200000286102295,0.001
0.5541387796401978,0.7211538553237915,0.4948325753211975,0.7599999904632568,0.001
0.5385143160820007,0.7403846383094788,0.478277325630188,0.7599999904632568,0.001
0.5462577939033508,0.7115384340286255,0.4880131483078003,0.7599999904632568,0.001
0.5415320992469788,0.7307692170143127,0.4520164132118225,0.800000011920929,0.001
0.5404712557792664,0.692307710647583,0.46293410658836365,0.800000011920929,0.001
0.500381588935852,0.7403846383094788,0.4397216737270355,0.7200000286102295,0.001
0.5144383907318115,0.7211538553237915,0.43599677085876465,0.800000011920929,0.001
0.5131930708885193,0.7403846383094788,0.44957438111305237,0.800000011920929,0.001
0.5259972214698792,0.7692307829856873,0.46703556180000305,0.800000011920929,0.001
0.5178333520889282,0.75,0.47443991899490356,0.6800000071525574,0.001
0.5265048742294312,0.7115384340286255,0.4652257561683655,0.7599999904632568,0.001
0.5163987874984741,0.7403846383094788,0.447477251291275,0.800000011920929,0.001
0.5086992979049683,0.75,0.45298412442207336,0.800000011920929,0.001
0.5236483216285706,0.692307710647583,0.46697312593460083,0.800000011920929,0.001
0.5334658622741699,0.7403846383094788,0.4761504828929901,0.800000011920929,0.001
0.5009424686431885,0.75,0.4966655969619751,0.7599999904632568,0.001
0.5121029615402222,0.7307692170143127,0.5090094208717346,0.7200000286102295,0.001
0.48960262537002563,0.7211538553237915,0.44654032588005066,0.7599999904632568,0.001
0.46670788526535034,0.7596153616905212,0.4683363437652588,0.800000011920929,0.001
0.5236047506332397,0.7307692170143127,0.5043864250183105,0.7200000286102295,0.001
0.4836971163749695,0.7211538553237915,0.5262302160263062,0.6399999856948853,0.001
0.5159386396408081,0.7884615659713745,0.5369017720222473,0.7599999904632568,0.001
0.48256242275238037,0.7788461446762085,0.5541518926620483,0.6399999856948853,0.001
0.4821106791496277,0.7307692170143127,0.5201213359832764,0.7200000286102295,0.001
0.47391775250434875,0.807692289352417,0.5699042677879333,0.7200000286102295,0.001
0.4669606387615204,0.75,0.49634864926338196,0.800000011920929,0.001
0.47332367300987244,0.7596153616905212,0.5338044166564941,0.7200000286102295,0.001
