fold,precision,accuracy,recall,duration
fold_1,1.0,1.0,1.0,154.8181507587433
fold_2,0.9376984126984128,0.9444444444444444,0.9438095238095239,152.39521980285645
fold_3,0.9066666666666667,0.9722222222222222,0.92,153.02405333518982
fold_4,0.94,0.9305555555555556,0.9361111111111111,152.62522292137146
fold_5,0.9916666666666667,0.9861111111111112,0.9904761904761905,153.60230469703674
