loss,accuracy,val_loss,val_accuracy
0.21658043563365936,0.7281553149223328,0.23959363996982574,0.6538461446762085
0.2041103094816208,0.7281553149223328,0.2280060201883316,0.6538461446762085
0.19724705815315247,0.7281553149223328,0.24463583528995514,0.6538461446762085
0.20260560512542725,0.7281553149223328,0.23804768919944763,0.6538461446762085
0.20433805882930756,0.7281553149223328,0.2337205708026886,0.6538461446762085
0.20204046368598938,0.7281553149223328,0.22736380994319916,0.6538461446762085
0.19750356674194336,0.7281553149223328,0.22746111452579498,0.6538461446762085
0.19846005737781525,0.7281553149223328,0.2327418476343155,0.6538461446762085
0.197165384888649,0.7281553149223328,0.22821252048015594,0.6538461446762085
0.19401633739471436,0.7281553149223328,0.22058208286762238,0.6538461446762085
0.19539596140384674,0.7281553149223328,0.22499020397663116,0.6538461446762085
0.21798568964004517,0.7281553149223328,0.2388828843832016,0.6538461446762085
0.20977218449115753,0.7184466123580933,0.21611343324184418,0.6538461446762085
0.20088668167591095,0.7281553149223328,0.23967105150222778,0.6538461446762085
0.20089784264564514,0.7281553149223328,0.21224549412727356,0.6538461446762085
0.18450826406478882,0.7281553149223328,0.2191561907529831,0.6538461446762085
0.1843455284833908,0.7281553149223328,0.2072543203830719,0.6538461446762085
0.20144152641296387,0.6893203854560852,0.21701191365718842,0.6538461446762085
0.18250936269760132,0.7281553149223328,0.19917787611484528,0.6538461446762085
0.19130484759807587,0.7184466123580933,0.2010701298713684,0.6538461446762085
0.1808590590953827,0.7281553149223328,0.20337048172950745,0.6538461446762085
0.1818208396434784,0.6990291476249695,0.19253993034362793,0.7692307829856873
0.188363716006279,0.6796116232872009,0.20381703972816467,0.6538461446762085
0.1769421398639679,0.6893203854560852,0.19093932211399078,0.692307710647583
0.17227166891098022,0.737864077091217,0.19653289020061493,0.6538461446762085
0.1702786535024643,0.737864077091217,0.19299957156181335,0.6538461446762085
0.17323458194732666,0.7184466123580933,0.19540637731552124,0.6538461446762085
0.17160706222057343,0.737864077091217,0.1962534785270691,0.6538461446762085
