precision,accuracy,recall,duration,fold
0.9354838709677421,0.8787878787878788,0.6666666666666666,1190.5793516635895,3
0.9827586206896552,0.96875,0.875,1591.4568929672241,5
0.9032258064516128,0.8181818181818182,0.625,1146.1467740535734,4
0.9,0.8181818181818182,0.6666666666666666,1141.4344644546507,2
0.8709677419354839,0.7575757575757576,0.6,1210.093388795853,1
