precision,accuracy,recall,duration,fold
0.7666666666666666,0.8484848484848485,0.6481481481481481,1287.7586166858673,3
0.9666666666666668,0.9375,0.75,1088.041784286499,5
0.9032258064516128,0.8181818181818182,0.625,1130.065622806549,4
0.8870967741935484,0.7878787878787878,0.6111111111111112,1067.2186965942385,2
0.7543103448275862,0.7575757575757576,0.6282608695652174,1158.5810601711273,1
