best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.40536725521087646,0.7292041778564453,0.8252426981925964,0.6153846383094788,0.0010000000474974513,21
