fold,precision,accuracy,recall,duration
fold_1,0.6571428571428571,0.6923076923076923,0.6078431372549019,80.48666906356812
fold_2,0.8333333333333333,0.6923076923076923,0.6,85.6825966835022
fold_3,0.8166666666666667,0.8076923076923077,0.7483660130718954,88.28665089607239
fold_4,0.6022727272727273,0.8461538461538461,0.6875,98.63963675498962
fold_5,0.5303030303030303,0.68,0.5158730158730158,105.09459638595581
