fold,precision,accuracy,recall,duration
fold_1,0.6571428571428571,0.6923076923076923,0.6078431372549019,62.94535541534424
fold_2,0.5625,0.6153846153846154,0.51875,63.30081653594971
fold_3,0.6571428571428571,0.6923076923076923,0.6078431372549019,62.8931667804718
fold_4,0.6666666666666666,0.8461538461538461,0.9166666666666667,63.644909620285034
fold_5,0.6447368421052632,0.72,0.6309523809523809,63.31418824195862
