fold,precision,accuracy,recall,duration
fold_1,0.5909090909090908,0.6538461538461539,0.5522875816993464,90.2813789844513
fold_2,0.5625,0.6153846153846154,0.51875,102.32647728919983
fold_3,0.780952380952381,0.7692307692307693,0.6928104575163399,81.87888860702515
fold_4,0.6022727272727273,0.8461538461538461,0.6875,82.46072840690613
fold_5,0.875,0.76,0.5714285714285714,72.58070802688599
