fold,precision,accuracy,recall,duration
fold_1,0.37777777777777777,0.5151515151515151,0.37982456140350873,97.12235641479492
fold_2,0.5051282051282051,0.5757575757575758,0.4703703703703704,93.41824007034302
fold_3,0.4761904761904762,0.48484848484848486,0.4659090909090909,93.5987937450409
fold_4,0.30952380952380953,0.45454545454545453,0.3602941176470589,93.73436307907104
fold_5,0.24074074074074073,0.34375,0.30952380952380953,93.18176865577698
