loss,accuracy,val_loss,val_accuracy,lr
0.6941269040107727,0.6796116232872009,0.7669729590415955,0.6538461446762085,0.001
0.5630563497543335,0.7669903039932251,0.6686080098152161,0.692307710647583,0.001
0.6103576421737671,0.708737850189209,0.6636334657669067,0.6538461446762085,0.001
0.5362775921821594,0.7475728392601013,0.6430545449256897,0.692307710647583,0.001
0.48922067880630493,0.7669903039932251,0.6545847654342651,0.6538461446762085,0.001
0.5075223445892334,0.7864077687263489,0.6398776173591614,0.6538461446762085,0.001
0.49116045236587524,0.7475728392601013,0.6323036551475525,0.6538461446762085,0.001
0.44711437821388245,0.7864077687263489,0.6674232482910156,0.6538461446762085,0.001
0.46063846349716187,0.7766990065574646,0.6703870296478271,0.6538461446762085,0.001
0.4331730306148529,0.7961165308952332,0.6308233737945557,0.692307710647583,0.001
0.4243497848510742,0.8155339956283569,0.6787499785423279,0.6538461446762085,0.001
0.37047189474105835,0.8640776872634888,0.6358931064605713,0.7307692170143127,0.001
0.38250675797462463,0.8252426981925964,0.697563886642456,0.6538461446762085,0.001
0.32338663935661316,0.893203854560852,0.6904356479644775,0.6538461446762085,0.001
0.3575476408004761,0.8640776872634888,0.7384647727012634,0.6538461446762085,0.001
0.3407931625843048,0.8543689250946045,0.6911874413490295,0.692307710647583,0.001
0.29037025570869446,0.893203854560852,0.788244366645813,0.6538461446762085,0.001
0.32214128971099854,0.844660222530365,0.7479472756385803,0.6538461446762085,0.001
0.2662446200847626,0.9320388436317444,0.8695570826530457,0.6538461446762085,0.001
0.32595211267471313,0.8737863898277283,0.8314890265464783,0.6538461446762085,0.001
0.3108704686164856,0.8737863898277283,0.8334038257598877,0.692307710647583,0.001
0.25304731726646423,0.9417475461959839,0.9208040833473206,0.6538461446762085,0.001
0.22627006471157074,0.9029126167297363,0.8185329437255859,0.692307710647583,0.001
0.229787215590477,0.9223300814628601,0.9210325479507446,0.692307710647583,0.001
0.2371034175157547,0.893203854560852,0.869735598564148,0.692307710647583,0.001
0.22156180441379547,0.9223300814628601,0.8928670287132263,0.6538461446762085,0.001
0.19613981246948242,0.9417475461959839,1.0527292490005493,0.6538461446762085,0.001
0.2010219693183899,0.9320388436317444,0.898041307926178,0.6538461446762085,0.001
0.18717163801193237,0.9223300814628601,0.719327986240387,0.7692307829856873,0.001
0.1827515959739685,0.9611650705337524,1.0245716571807861,0.6538461446762085,0.001
0.23559096455574036,0.9126213788986206,0.9593183994293213,0.6538461446762085,0.001
0.16690969467163086,0.9417475461959839,0.9693377614021301,0.6538461446762085,0.001
0.21145708858966827,0.9126213788986206,0.9240525364875793,0.692307710647583,0.001
0.18927687406539917,0.9417475461959839,0.9852519631385803,0.692307710647583,0.001
0.161716029047966,0.9514563083648682,1.0270494222640991,0.6538461446762085,0.001
0.17174069583415985,0.9126213788986206,0.9026333689689636,0.7692307829856873,0.001
0.19156210124492645,0.9223300814628601,0.9844856858253479,0.7307692170143127,0.001
0.17849893867969513,0.9223300814628601,0.9344996809959412,0.7307692170143127,0.001
0.17884697020053864,0.9417475461959839,0.9433920979499817,0.692307710647583,0.001
0.2455512136220932,0.893203854560852,0.9634137749671936,0.7307692170143127,0.001
0.1611855924129486,0.9320388436317444,0.9267954230308533,0.7307692170143127,0.001
0.10001023858785629,0.9805825352668762,1.0696135759353638,0.7307692170143127,0.001
0.10644634813070297,0.9611650705337524,1.1196045875549316,0.7307692170143127,0.001
0.10803001374006271,0.9708737730979919,1.1816548109054565,0.7307692170143127,0.001
0.1710054874420166,0.9320388436317444,1.1865367889404297,0.7307692170143127,0.001
0.22300872206687927,0.893203854560852,1.2269407510757446,0.692307710647583,0.001
0.19961293041706085,0.9223300814628601,1.013189673423767,0.7307692170143127,0.001
0.1125294417142868,0.9611650705337524,1.055899739265442,0.7307692170143127,0.001
0.12079966813325882,0.9611650705337524,1.2122715711593628,0.692307710647583,0.001
0.17896093428134918,0.9126213788986206,1.0431296825408936,0.7692307829856873,0.001
0.16082791984081268,0.9417475461959839,1.1427680253982544,0.692307710647583,0.001
0.16099783778190613,0.9514563083648682,1.1544123888015747,0.692307710647583,0.001
0.09387797117233276,0.9805825352668762,1.3025139570236206,0.692307710647583,0.001
0.17492873966693878,0.9223300814628601,1.1528573036193848,0.7307692170143127,0.001
0.10746534913778305,0.9514563083648682,1.0403319597244263,0.7692307829856873,0.001
0.18625079095363617,0.9029126167297363,1.1583577394485474,0.7307692170143127,0.001
0.17747071385383606,0.9320388436317444,1.0797361135482788,0.7307692170143127,0.001
0.0947393849492073,0.9611650705337524,1.1024138927459717,0.7307692170143127,0.001
0.08009718358516693,0.9611650705337524,1.1534031629562378,0.7307692170143127,0.001
0.12373972684144974,0.9805825352668762,1.3001328706741333,0.7307692170143127,0.001
0.1286357045173645,0.9417475461959839,1.290054440498352,0.7307692170143127,0.001
0.1349886655807495,0.9514563083648682,1.1825003623962402,0.7692307829856873,0.001
0.10992482304573059,0.9514563083648682,1.3803045749664307,0.7307692170143127,0.001
0.08505716919898987,0.9708737730979919,1.1496825218200684,0.7307692170143127,0.001
0.06901483982801437,0.9708737730979919,1.2052057981491089,0.692307710647583,0.001
0.11236104369163513,0.9708737730979919,1.1049660444259644,0.7307692170143127,0.001
0.11744117736816406,0.9611650705337524,1.2108814716339111,0.7307692170143127,0.001
0.1077747717499733,0.9514563083648682,1.1951911449432373,0.7307692170143127,0.001
0.07147849351167679,0.9708737730979919,1.198708415031433,0.7307692170143127,0.001
0.05202898010611534,0.9902912378311157,1.337686538696289,0.7307692170143127,0.001
0.08850204944610596,0.9611650705337524,1.5405938625335693,0.692307710647583,0.001
0.11654587090015411,0.9417475461959839,1.3988405466079712,0.7307692170143127,0.001
0.07857314497232437,0.9708737730979919,1.3857319355010986,0.7307692170143127,0.001
0.11606606096029282,0.9417475461959839,1.6796075105667114,0.6538461446762085,0.001
