loss,accuracy,val_loss,val_accuracy
0.2641374170780182,0.6504854559898376,0.14259447157382965,0.9230769276618958
0.24737167358398438,0.6601941585540771,0.16055363416671753,0.9230769276618958
0.23559744656085968,0.6504854559898376,0.18308177590370178,0.9230769276618958
0.21749864518642426,0.6893203854560852,0.16911977529525757,0.9230769276618958
0.235812708735466,0.6213592290878296,0.16604743897914886,0.9230769276618958
0.21015511453151703,0.708737850189209,0.1559678614139557,0.9230769276618958
0.2039836049079895,0.6699029207229614,0.16318830847740173,0.9230769276618958
0.18782547116279602,0.737864077091217,0.17342455685138702,0.8846153616905212
0.1872415840625763,0.7281553149223328,0.15167692303657532,0.8846153616905212
0.17166338860988617,0.737864077091217,0.16130025684833527,0.8461538553237915
0.1812562644481659,0.7184466123580933,0.16392074525356293,0.7692307829856873
0.16214878857135773,0.7864077687263489,0.16069771349430084,0.7692307829856873
0.16914504766464233,0.7669903039932251,0.17771288752555847,0.692307710647583
0.13944421708583832,0.8155339956283569,0.14600194990634918,0.7692307829856873
0.14684394001960754,0.8252426981925964,0.16401442885398865,0.7307692170143127
0.14527004957199097,0.8155339956283569,0.16904738545417786,0.692307710647583
0.14554843306541443,0.8543689250946045,0.15924182534217834,0.7307692170143127
0.13301722705364227,0.844660222530365,0.1597101390361786,0.7307692170143127
0.13588003814220428,0.8155339956283569,0.16810861229896545,0.7307692170143127
0.11788070201873779,0.8640776872634888,0.19428007304668427,0.6538461446762085
0.11326121538877487,0.9029126167297363,0.15117105841636658,0.7307692170143127
0.11491076648235321,0.844660222530365,0.1765848994255066,0.7307692170143127
0.10855040699243546,0.9029126167297363,0.1995898187160492,0.692307710647583
0.10436645150184631,0.8737863898277283,0.1614556610584259,0.7307692170143127
0.10198239237070084,0.8640776872634888,0.18421241641044617,0.692307710647583
0.0916878953576088,0.9126213788986206,0.19185051321983337,0.692307710647583
0.10266676545143127,0.8834951519966125,0.18584418296813965,0.7307692170143127
0.10705634951591492,0.8640776872634888,0.19049985706806183,0.692307710647583
0.0723288282752037,0.9320388436317444,0.18793967366218567,0.692307710647583
0.07718385756015778,0.9223300814628601,0.1945098340511322,0.692307710647583
0.08397187292575836,0.893203854560852,0.2000598907470703,0.6538461446762085
0.07633814960718155,0.9223300814628601,0.2019338756799698,0.6538461446762085
0.0779619961977005,0.9223300814628601,0.20195700228214264,0.6538461446762085
0.07958563417196274,0.9126213788986206,0.22538582980632782,0.6538461446762085
0.06957785040140152,0.9417475461959839,0.1847270429134369,0.692307710647583
0.08402800559997559,0.9029126167297363,0.20679810643196106,0.6538461446762085
0.0480397567152977,0.9902912378311157,0.21153752505779266,0.6538461446762085
0.0734419971704483,0.9320388436317444,0.18861199915409088,0.7307692170143127
0.0702270045876503,0.9029126167297363,0.21579772233963013,0.6538461446762085
0.04518359899520874,0.9708737730979919,0.2052873969078064,0.6538461446762085
0.05487581714987755,0.9417475461959839,0.18961919844150543,0.692307710647583
0.0624830424785614,0.9417475461959839,0.2206842303276062,0.6538461446762085
0.07572880387306213,0.9126213788986206,0.20015445351600647,0.692307710647583
0.047922343015670776,0.9611650705337524,0.2203063815832138,0.6538461446762085
0.05984293296933174,0.9223300814628601,0.21083511412143707,0.6538461446762085
0.04867054149508476,0.9514563083648682,0.2490493655204773,0.6538461446762085
0.054898906499147415,0.9320388436317444,0.21311640739440918,0.692307710647583
0.07282180339097977,0.9126213788986206,0.20927120745182037,0.692307710647583
0.06074861064553261,0.9126213788986206,0.22803005576133728,0.6538461446762085
0.058166127651929855,0.9417475461959839,0.2583019435405731,0.6538461446762085
0.06446428596973419,0.9223300814628601,0.2352396845817566,0.6538461446762085
0.06381239742040634,0.9320388436317444,0.21413341164588928,0.7307692170143127
0.04255231097340584,0.9611650705337524,0.24303051829338074,0.6538461446762085
0.05876198410987854,0.9417475461959839,0.23073451220989227,0.692307710647583
0.02733500301837921,0.9805825352668762,0.21711252629756927,0.692307710647583
0.055051155388355255,0.9611650705337524,0.224895179271698,0.692307710647583
0.05438155680894852,0.9417475461959839,0.2012202888727188,0.692307710647583
0.05768391862511635,0.9417475461959839,0.232559934258461,0.692307710647583
0.052917782217264175,0.9417475461959839,0.25768449902534485,0.6538461446762085
0.05714046210050583,0.9514563083648682,0.21928654611110687,0.692307710647583
0.03736688941717148,0.9805825352668762,0.1954069882631302,0.7307692170143127
0.06689019501209259,0.9126213788986206,0.20491145551204681,0.7307692170143127
0.07383738458156586,0.9223300814628601,0.19981548190116882,0.7307692170143127
0.043122828006744385,0.9417475461959839,0.22912777960300446,0.692307710647583
0.046752236783504486,0.9611650705337524,0.22984084486961365,0.692307710647583
0.0506884790956974,0.9320388436317444,0.25997045636177063,0.692307710647583
0.027917588129639626,0.9902912378311157,0.2741660475730896,0.6538461446762085
0.04140728712081909,0.9708737730979919,0.20806574821472168,0.692307710647583
0.05457058548927307,0.9320388436317444,0.2113214135169983,0.692307710647583
0.03573426976799965,0.9514563083648682,0.2139534205198288,0.692307710647583
0.046356551349163055,0.9514563083648682,0.2535804808139801,0.692307710647583
0.054631296545267105,0.9320388436317444,0.277865469455719,0.6538461446762085
0.03789997473359108,0.9708737730979919,0.2616521716117859,0.692307710647583
0.05147710070014,0.9320388436317444,0.23920726776123047,0.692307710647583
0.04262666776776314,0.9514563083648682,0.24732215702533722,0.6538461446762085
0.03636178374290466,0.9805825352668762,0.24781180918216705,0.6538461446762085
0.02529660239815712,0.9805825352668762,0.22431977093219757,0.692307710647583
0.046931661665439606,0.9417475461959839,0.21916750073432922,0.692307710647583
0.023171260952949524,0.9902912378311157,0.24540185928344727,0.692307710647583
0.033704496920108795,0.9708737730979919,0.2229798585176468,0.692307710647583
