loss,accuracy,val_loss,val_accuracy,lr
0.6587576270103455,0.7099236845970154,0.7219893932342529,0.5151515007019043,0.001
0.5795978903770447,0.7633587718009949,0.651695728302002,0.6969696879386902,0.001
0.5080856680870056,0.7786259651184082,0.6611710786819458,0.6666666865348816,0.001
0.5033589601516724,0.7557252049446106,0.5835310220718384,0.8181818127632141,0.001
0.489357054233551,0.7404580116271973,0.5736419558525085,0.8181818127632141,0.001
0.5084393620491028,0.7709923386573792,0.5666375160217285,0.8181818127632141,0.001
0.49147453904151917,0.7480915784835815,0.6332152485847473,0.8484848737716675,0.001
0.48493412137031555,0.732824444770813,0.5901207327842712,0.8181818127632141,0.001
0.5034833550453186,0.7709923386573792,0.5736665725708008,0.8181818127632141,0.001
0.4760749042034149,0.7633587718009949,0.6634373068809509,0.7878788113594055,0.001
0.47450119256973267,0.7786259651184082,0.5911872386932373,0.7878788113594055,0.001
0.462415486574173,0.7862595319747925,0.5665469169616699,0.8181818127632141,0.001
0.4902437627315521,0.7709923386573792,0.5372514724731445,0.8181818127632141,0.001
0.477881520986557,0.7862595319747925,0.5383468270301819,0.8484848737716675,0.001
0.4614947736263275,0.7786259651184082,0.5157918334007263,0.8181818127632141,0.001
0.48445138335227966,0.7709923386573792,0.5147385001182556,0.7878788113594055,0.001
0.4909788966178894,0.7709923386573792,0.4643235504627228,0.7878788113594055,0.001
0.44761937856674194,0.7557252049446106,0.45257386565208435,0.8181818127632141,0.001
0.5000500082969666,0.7786259651184082,0.5108211040496826,0.7575757503509521,0.001
0.5007487535476685,0.7633587718009949,0.4874044358730316,0.7878788113594055,0.001
0.45347699522972107,0.7938931584358215,0.4878627359867096,0.8181818127632141,0.001
0.46937423944473267,0.7633587718009949,0.490313857793808,0.7878788113594055,0.001
0.4741741418838501,0.7709923386573792,0.49636226892471313,0.7575757503509521,0.001
0.4588509500026703,0.8091602921485901,0.4095268249511719,0.8181818127632141,0.001
0.48177042603492737,0.7938931584358215,0.4456375539302826,0.7575757503509521,0.001
0.48351338505744934,0.7633587718009949,0.4012756943702698,0.7878788113594055,0.001
0.49307093024253845,0.7938931584358215,0.46339520812034607,0.7575757503509521,0.001
0.48001837730407715,0.7709923386573792,0.4636479914188385,0.7575757503509521,0.001
0.45065930485725403,0.7709923386573792,0.5625907182693481,0.8181818127632141,0.001
0.4686991274356842,0.7709923386573792,0.47083643078804016,0.8181818127632141,0.001
0.4690426290035248,0.7633587718009949,0.508037805557251,0.7575757503509521,0.001
0.4786325991153717,0.7786259651184082,0.4966108798980713,0.7878788113594055,0.001
0.4441511631011963,0.7862595319747925,0.5215047597885132,0.7575757503509521,0.001
0.48093584179878235,0.7557252049446106,0.5013376474380493,0.7575757503509521,0.001
0.48480427265167236,0.7633587718009949,0.4784821569919586,0.7272727489471436,0.001
0.47170692682266235,0.7709923386573792,0.4844587445259094,0.7878788113594055,0.001
0.4470232427120209,0.7633587718009949,0.4954904615879059,0.8181818127632141,0.001
0.44282740354537964,0.7862595319747925,0.6666057109832764,0.7878788113594055,0.001
0.47897228598594666,0.7633587718009949,0.6887688636779785,0.7878788113594055,0.001
0.45435428619384766,0.8244274854660034,0.7730043530464172,0.8181818127632141,0.001
0.4234201908111572,0.7786259651184082,0.5741974711418152,0.8787878751754761,0.001
0.4534805715084076,0.7786259651184082,0.5401725172996521,0.7878788113594055,0.001
0.45378974080085754,0.7633587718009949,0.5741385221481323,0.7878788113594055,0.001
0.47225189208984375,0.7709923386573792,0.46930816769599915,0.8181818127632141,0.001
0.4334605932235718,0.7633587718009949,0.7525092959403992,0.8181818127632141,0.001
0.4532037377357483,0.7862595319747925,0.6229560971260071,0.7575757503509521,0.001
0.45095112919807434,0.7862595319747925,0.714738130569458,0.7575757503509521,0.001
0.43293485045433044,0.8244274854660034,0.539944052696228,0.8181818127632141,0.001
0.4675910174846649,0.7786259651184082,0.4810556471347809,0.7878788113594055,0.001
0.42023298144340515,0.8167939186096191,0.446138471364975,0.7878788113594055,0.001
0.4258476495742798,0.7938931584358215,0.418526828289032,0.7878788113594055,0.001
0.439010888338089,0.7938931584358215,0.5112196207046509,0.7575757503509521,0.001
0.42301496863365173,0.7938931584358215,0.46165895462036133,0.8181818127632141,0.001
0.4334353804588318,0.7938931584358215,0.5179130434989929,0.8484848737716675,0.001
0.4022349715232849,0.8244274854660034,0.6348128914833069,0.7878788113594055,0.001
0.41222646832466125,0.8015267252922058,0.5762813687324524,0.8484848737716675,0.001
0.4579106867313385,0.7557252049446106,0.6727608442306519,0.5757575631141663,0.001
0.4298841953277588,0.7938931584358215,0.49459972977638245,0.7878788113594055,0.001
0.44680795073509216,0.8091602921485901,0.41410374641418457,0.8181818127632141,0.001
0.45631587505340576,0.7862595319747925,0.48057565093040466,0.7575757503509521,0.001
0.45306113362312317,0.7633587718009949,1.0380017757415771,0.6666666865348816,0.001
0.509955883026123,0.7480915784835815,0.6421651244163513,0.6363636255264282,0.001
0.4742782711982727,0.7709923386573792,0.5432024002075195,0.8181818127632141,0.001
0.4425583779811859,0.7709923386573792,0.5491523146629333,0.7878788113594055,0.001
0.41068461537361145,0.8091602921485901,0.5471707582473755,0.6969696879386902,0.001
0.39482834935188293,0.8396946787834167,0.5801973938941956,0.6060606241226196,0.001
0.3940732777118683,0.7709923386573792,0.6058963537216187,0.6666666865348816,0.001
0.36838066577911377,0.8244274854660034,0.5231659412384033,0.7272727489471436,0.001
0.4068584442138672,0.8015267252922058,0.5789204835891724,0.7272727489471436,0.001
0.44473108649253845,0.7862595319747925,0.6042914986610413,0.7272727489471436,0.001
0.48052749037742615,0.7938931584358215,0.4750155806541443,0.8181818127632141,0.001
0.42555081844329834,0.7786259651184082,0.7727875113487244,0.6363636255264282,0.001
0.41134485602378845,0.8396946787834167,0.4415425956249237,0.8181818127632141,0.001
0.39855533838272095,0.8244274854660034,0.5888023972511292,0.6969696879386902,0.001
0.36050787568092346,0.8320610523223877,0.725831925868988,0.6666666865348816,0.001
0.3934120833873749,0.8091602921485901,0.7304174304008484,0.5151515007019043,0.001
0.4302542805671692,0.7938931584358215,0.5301843285560608,0.7575757503509521,0.001
0.4138857126235962,0.8091602921485901,0.5427417159080505,0.6969696879386902,0.001
0.3791739344596863,0.8396946787834167,0.6204639077186584,0.6363636255264282,0.001
0.39086824655532837,0.8320610523223877,0.5968459844589233,0.6060606241226196,0.001
0.4280880391597748,0.8015267252922058,0.49506261944770813,0.6969696879386902,0.001
0.3426804840564728,0.8549618124961853,0.44537070393562317,0.7878788113594055,0.001
0.4143533408641815,0.8244274854660034,0.625429630279541,0.7272727489471436,0.001
0.35423025488853455,0.8549618124961853,0.5922009348869324,0.7575757503509521,0.001
0.3234683573246002,0.8702290058135986,0.5693620443344116,0.7878788113594055,0.001
0.34425416588783264,0.8625954389572144,0.7008123397827148,0.6060606241226196,0.001
0.35583361983299255,0.8778625726699829,1.0094174146652222,0.5454545617103577,0.001
0.3665272891521454,0.8549618124961853,0.789384126663208,0.6666666865348816,0.001
