loss,accuracy,val_loss,val_accuracy,lr
0.8835424780845642,0.4757281541824341,0.6962608695030212,0.5384615659713745,0.001
0.5848998427391052,0.737864077091217,0.6588512063026428,0.6538461446762085,0.001
0.5192793607711792,0.7281553149223328,0.6139956116676331,0.6538461446762085,0.001
0.576979398727417,0.7281553149223328,0.6136050820350647,0.6538461446762085,0.001
0.5088995695114136,0.7475728392601013,0.6150928139686584,0.6538461446762085,0.001
0.49597424268722534,0.7281553149223328,0.5964456796646118,0.6538461446762085,0.001
0.5303138494491577,0.6990291476249695,0.58133864402771,0.6538461446762085,0.001
0.43200698494911194,0.8058252334594727,0.6160904765129089,0.6538461446762085,0.001
0.49195894598960876,0.7766990065574646,0.5802491307258606,0.6538461446762085,0.001
0.49630433320999146,0.7184466123580933,0.5866178870201111,0.6538461446762085,0.001
0.5231015682220459,0.7864077687263489,0.583970308303833,0.692307710647583,0.001
0.4742889106273651,0.7475728392601013,0.5477888584136963,0.7692307829856873,0.001
0.5263164639472961,0.7281553149223328,0.5805699825286865,0.692307710647583,0.001
0.47828608751296997,0.7475728392601013,0.5882794857025146,0.6538461446762085,0.001
0.4719441831111908,0.7572815418243408,0.5956965684890747,0.7307692170143127,0.001
0.48838526010513306,0.7572815418243408,0.6014834642410278,0.7307692170143127,0.001
0.4780978262424469,0.7572815418243408,0.6179354786872864,0.7692307829856873,0.001
0.5144515633583069,0.737864077091217,0.6200971007347107,0.6538461446762085,0.001
0.49317240715026855,0.7669903039932251,0.5677734613418579,0.692307710647583,0.001
0.48554322123527527,0.7669903039932251,0.5562117099761963,0.692307710647583,0.001
0.4626423418521881,0.7572815418243408,0.5580869317054749,0.692307710647583,0.001
0.47720760107040405,0.7475728392601013,0.5614911317825317,0.7307692170143127,0.001
0.5143239498138428,0.7475728392601013,0.6124959588050842,0.7307692170143127,0.001
0.4801860451698303,0.7669903039932251,0.605869472026825,0.692307710647583,0.001
0.47501635551452637,0.7766990065574646,0.661818265914917,0.692307710647583,0.001
0.4813474714756012,0.737864077091217,0.6166563630104065,0.692307710647583,0.001
0.452348530292511,0.7864077687263489,0.5827516317367554,0.7307692170143127,0.001
0.49637624621391296,0.7572815418243408,0.6690682768821716,0.692307710647583,0.001
0.4643150568008423,0.7961165308952332,0.5932787656784058,0.7307692170143127,0.001
0.48421528935432434,0.7572815418243408,0.6231671571731567,0.6538461446762085,0.001
0.4865558445453644,0.7864077687263489,0.65298992395401,0.692307710647583,0.001
0.4590781629085541,0.8252426981925964,0.6453586220741272,0.692307710647583,0.001
